x1,x2,Category
3.580873159458466,-0.7318390115306204,0
9.689687835708037,-2.200640796247329,0
-6.79152253652608,-8.922069428930236,0
-12.177176428482223,4.25928273202985,0
6.264986419921827,-8.106985331504953,0
-0.6125905405170978,-4.583245012877207,0
-1.4994294747167671,-4.524843724562358,0
0.2670047750396234,2.10780422800021,0
-4.816450416631674,-2.7947611404500745,0
1.6723163966215113,1.9033237294552903,0
7.643811532464082,5.4802752855485775,0
0.8531469598227668,2.1444523809031693,0
4.140908334328474,7.631120206441877,0
-11.764637083415632,5.125614188099952,0
2.785046199233385,1.2943555701775007,0
1.8701720982116004,7.917474909725879,0
9.398899996814723,1.47275541816612,0
1.5903924669988816,-3.7765926388181,0
-2.1018589666985106,7.300685762440888,0
-3.9426460491391926,-10.062096523853528,0
-1.7141861971685104,7.691957802829212,0
3.30600217579084,0.39180174130086864,0
-3.2270397412385092,-10.492345608981486,0
-10.124112457113016,8.075907655767478,0
-3.954456728144046,-10.461975846947407,0
-3.3020318233896173,6.656394148886718,0
-1.77122884027054,7.535200349046733,0
-4.238810776156646,-3.0752398543882786,0
-3.822882293367616,-3.5568042322490716,0
8.797356347558372,3.8267030787255747,0
-7.98754347593559,10.917671733782592,0
-12.424023635838202,-0.7472576321275074,0
3.4117050680219485,-0.15974018284971447,0
-1.0703268771960044,-11.034119930315986,0
1.7083373024663975,2.2007770941567486,0
-5.870111150133501,2.6962034778241524,0
-12.030409789959101,4.726614321994469,0
-12.505073577009231,-0.4054351283005009,0
1.3236511557465787,-3.9598496695253558,0
-11.577845070545191,-3.5400819371790235,0
1.3524663890788182,-10.328811549854992,0
7.113937132679129,5.9431060822652135,0
9.922229179979228,-0.4821231748493902,0
-5.094964456251177,-9.579707467795675,0
-3.646981323673674,6.531262638224861,0
9.49249402982597,0.008922942367113135,0
7.53159027899283,-6.95808442534482,0
-3.4807317909917592,6.420412558150689,0
-3.23668544074765,-3.856727804825224,0
-0.22426329277083312,-10.538781329172304,0
3.5354924795193265,-0.9091040093377378,0
7.909460861182462,-6.551135835772253,0
-9.0447748353106,-7.192625493111539,0
-2.028205673079798,-4.563838240204487,0
-12.173354247308742,-0.19751122419893513,0
-11.52313375625805,5.203129692352169,0
-7.820665906406857,-8.44398927904773,0
-0.015945951101675848,1.8094270705880315,0
