r,theta,Category
3.654892737540757,-0.20159820936374673,0
9.936441529419694,-0.2233234107486992,0
11.212854286879551,-2.2214300574830292,0
12.900585845679673,2.8051175000503585,0
10.245646197631528,-0.9128692793518803,0
4.6240028134068885,-1.7036675224977507,0
4.76681229768498,-1.8907852159225162,0
2.1246482564108162,1.4447930618401539,0
5.568562152660346,-2.615819358603103,0
2.533630468224747,0.8499143689752273,0
9.405385263200303,0.6220153074973719,0
2.307928887339491,1.1921541997352698,0
8.682229980740923,1.073625669413401,0
12.832716256106101,2.7307110459028854,0
3.0711298692686126,0.43505367862667826,0
8.135352028220291,1.338839753504079,0
9.513586582980231,0.15543056533026897,0
4.097804309464014,-1.1722180590196756,0
7.597224737876195,1.8511145011006338,0
10.806953517256293,-1.9442410920821807,0
7.880650300518876,1.7900675652257063,0
3.329137875009108,0.1179620338925568,0
10.97739048544078,-1.8691756015526544,0
12.95059602909282,2.4682615709989006,0
11.18439388777392,-1.93218030667907,0
7.43041030011204,2.0312943182443455,0
7.740574649525715,1.8016657306661978,0
5.236851817464357,-2.513959488413981,0
5.2216171226439565,-2.392234347689068,0
9.59359865528329,0.4102961114634335,0
13.52761645178472,2.2024274930366694,0
12.446475696864518,-3.081518838472694,0
3.4154426356159915,-0.04678704755704137,0
11.08591007814174,-1.6674953566882555,0
2.7860072069474606,0.9107102990700977,0
6.4596995370336465,2.711023173512678,0
12.925619623957182,2.767231537299521,0
12.511644288808505,-3.1091823558169542,0
4.1752199687380935,-1.248204779687518,0
12.106968101035402,-2.8448567068771062,0
10.41698197012963,-1.4405959324374236,0
9.26976868280804,0.695966892575458,0
9.933935506925646,-0.048552020966741834,0
10.850320639455918,-2.0595978566486948,0
7.4804989422294925,2.0800569517583347,0
9.492498223607006,0.0009399995102420252,0
10.25376959955925,-0.7458385002884632,0
7.303231559910981,2.0675812751264693,0
5.03492621622798,-2.2690050990565065,0
10.541167199537021,-1.5920729283184012,0
3.6505036875110353,-0.2516839683940125,0
10.270197264576597,-0.6917401308008964,0
11.55602930532914,-2.469770463758355,0
4.9942204331673095,-1.9889901220480304,0
12.174956439928414,-3.1253691960671737,0
12.643384442468344,2.717460683635584,0
11.509290602131289,-2.3178894371180565,0
1.8094973327234618,1.5796088059339202,0
4.818451298129508,-2.303752232761694,0
10.699833395472854,-1.4960391600635108,0
13.417897273626767,2.3850700730327663,0
8.035744254049437,1.5390776479638595,0
8.603437696477272,0.9691840691742559,0
7.94287506423473,1.5322526571382342,0
6.57793869990672,2.6754481123477665,0
9.25875564915414,0.6370169863628886,0
10.361072268631363,-1.1047821156127198,0
10.917132455558882,-1.9900496462910873,0
5.701724894129198,-2.7721286141391897,0
11.040083392310057,-1.8957834414638977,0
4.729557673553679,-1.6328876135436932,0
8.184978285287748,1.6404463572664165,0
6.284653150212269,2.7481070853304566,0
10.553280397738625,-0.9594096615826367,0
9.783498268535128,-0.2615346001496166,0
1.3105416373679935,1.714064193808994,0
7.924544122593712,1.5281838432786359,0
9.83507484088023,-0.28213917801039695,0
4.081255392758922,-0.8368228095089904,0
7.625523278598883,1.9456958982542922,0
10.666650316559307,-1.1093479334051706,0
10.358948890509263,-0.7515133059643387,0
3.2762504813919335,0.2808806275793407,0
10.585463040006038,-1.471115782721009,0
2.9333641108100577,0.3348651361876511,0
9.41681576204218,0.4888781970081343,0
9.173172144241269,0.6501000264725812,0
4.271971118119881,-1.3319799700238624,0
5.669935946795473,-2.838821225092588,0
9.22898887182031,0.6024258148684108,0
1.7828833832447768,1.6925485115048355,0
10.749505795541548,-1.4522805422795528,0
12.203787675551746,-2.893508340881107,0
8.930492284021494,0.8121817401073832,0
7.7956820683644485,1.8513022978387623,0
7.464927803816108,1.966505737143163,0
4.045339888861038,-0.5622530150926901,0
11.759533015371828,-2.7559308854133806,0
7.730710807666323,1.6984223381536399,0
9.129927521015222,0.4778004463450549,0
10.394226142688181,-1.175096355807542,0
4.464265233071873,-1.5003192568780708,0
12.375309529229428,2.9599654179367154,0
7.961988879269489,1.6318054362341223,0
5.480075812481584,-2.551507494006154,0
7.566848638556579,1.9169688974393815,0
10.441328178866927,-0.7319319955260244,0
10.808920458554791,-1.8675215670679641,0
12.110846160677847,-2.8016330602422603,0
2.876569721217286,0.6652210498110909,0
10.421944713771044,-1.1271310443830276,0
9.12643015739536,0.5821511247040062,0
12.149733686482623,-2.978184536493667,0
10.813735572215663,-1.3659909730027975,0
7.73547469301505,1.7184989868325884,0
8.956909112177524,1.0839173793888983,0
10.290747446510855,-0.7288289826956057,0
5.390879270377474,-2.386425610827923,0
11.775119512749571,-2.5195414784280583,0
7.4056398045056175,2.0922477184750146,0
3.7499027410486017,-0.5689204434162238,0
13.048716638320661,2.356538455647951,0
7.866352688619769,1.6288607801198964,0
9.805491784025152,0.1758056688287612,0
13.204552077266667,2.545103984416235,0
10.258559119655374,-0.9812528952410582,0
13.326749759866436,2.3922937542445926,0
13.111014177548881,2.6933126346122074,0
10.561965917288484,-1.370964314038764,0
9.789279265437646,0.06661589287004516,0
8.648831299287684,1.2232846360066616,0
2.982515803694464,0.7657046546977118,0
6.253061618587213,2.971747721903017,0
3.2073299167872538,0.09775845600453502,0
11.075261322989258,-2.0205093102326406,0
8.652028645651065,1.0135896463794234,0
8.9595239852886,0.7582632215809388,0
11.832000490020944,-2.9113883116343544,0
8.964891580185114,1.0038123232087581,0
12.426126549846012,2.981233714929042,0
10.587380018540058,-1.6601394594321857,0
6.407822919907054,2.826804186630406,0
10.517524436397036,-1.0596036933815585,0
10.3016630113125,-1.1128815140519577,0
9.856955970016523,-0.2562226216724858,0
7.79037304056348,2.0099242334113296,0
12.408604834428747,2.832345281174695,0
8.744711733407037,0.9798924380231062,0
9.37748794201836,0.15215507286631733,0
13.19863854840797,2.453227112115139,0
12.246145396294802,-2.9828157350311755,0
6.630494947650906,2.7998879734322735,0
11.693862750822882,-2.6028078680734947,0
11.496263788472513,-2.4815721188073394,0
9.020076958023575,0.7806491695080257,0
9.600299511144218,0.2995383665180517,0
13.215335514621964,2.3167791269592817,0
3.4827833542383297,-0.317688788260438,0
12.511961817523064,3.0641830637785294,0
7.086593293454325,2.162148155301263,0
12.480066450015828,2.9402544315046546,0
13.103341573536206,2.324208964792568,0
11.607611073707002,-2.2859406939770697,0
5.627015023398928,-3.0017889922392227,0
12.888309261093562,2.472775521962239,0
9.741684395988663,-0.19219294898516306,0
9.60434874488133,0.3136022970385089,0
3.7735391203577717,-0.5427222341830633,0
9.791719035534681,-0.4398944930258837,0
9.620218207906706,-0.15309538289926725,0
4.622246169422253,-1.4323514777677686,0
9.669483897184538,0.16810876259273413,0
2.6857178458883397,0.911102532262728,0
4.0651247741053735,-0.7318717923643048,0
6.326192462251171,2.846499840237733,0
1.5851886073392887,1.7721688646318883,0
7.3312208820556535,2.197339447405416,0
9.309271823115834,0.4391984272686432,0
10.857962324042882,-1.5144690172510362,0
1.1169828747853716,1.603902116188537,0
12.379873806431977,-3.0502961188606728,0
10.105198182042143,-0.41767879788976103,0
5.205474505548582,-2.2567360458622394,0
7.120294867473084,2.1032560343326527,0
10.103209362223884,-0.7182172199993774,0
11.178193778220354,-2.398518681846292,0
3.50113524227767,0.11117561225940985,0
4.362281618371606,-1.135976681323665,0
12.339157831478726,3.0546118736377794,0
7.70735165950203,1.7838750413430657,0
10.211622629476471,-0.8381574902321798,0
12.294183424614403,-3.131392985588168,0
6.032932894750196,3.0452751623534575,0
3.491668801447475,0.2754999453714832,0
10.092571409237454,-0.8337812955880268,0
2.766134763818119,0.5704251600510669,0
11.202898319733952,-1.9686032678584269,0
5.0643703253242105,-2.1742607273697065,0
5.575169340936844,-2.8625361608655964,0
9.980183653876393,-0.32418111060803495,0
13.520839941942457,2.2470789684076555,0
12.78908689746443,2.6342161425373503,0
8.326537196932772,1.5495674594963385,0
12.321110528365093,2.992104459156346,0
4.723700080367473,-1.5823410669530944,0
7.878508884179212,1.7578828451720032,0
8.712980551630721,1.1522071486634835,0
10.593987102224837,-1.4748204047383042,0
4.5053309060009115,-1.5719057818265254,0
9.30186705701988,0.36292139423391007,0
13.64007276659702,2.1875867803555695,0
4.268580280211063,-1.37135998408758,0
10.454659315739235,-0.9471917979182655,0
7.7322569663438685,1.9601944405343055,0
5.42568492317864,-2.703186864696935,0
13.420589939772155,2.1575831528302523,0
4.073804037404294,-0.6505900966590863,0
6.07304704129318,2.932671953033299,0
10.291550120265663,-0.6928022492084515,0
8.818667585559668,0.974423591756619,0
1.6718627979395413,1.484799759440698,0
9.35476231468719,0.24289937153151647,0
10.247912197627183,-0.4872799957118542,0
8.208700234179304,1.635381629238938,0
8.91610757733254,0.7485217530739248,0
10.01872874385136,-0.22376702307185803,0
9.594204328951355,0.18872316170628112,0
13.264452634688723,2.5638996111957306,0
6.225368576910279,2.8550466553606926,0
5.316550291585892,-2.451091503565316,0
13.087285566610856,2.6289106805378366,0
4.887592398206621,-1.8319090518088101,0
9.6141494248725,0.03189777608109598,0
13.807934064709935,2.079424615019678,0
13.242532669335645,2.468075423136201,0
9.69205259566565,0.030762797370034387,0
6.75877058924532,2.7326163425204086,0
11.202872997511557,-1.887578097267792,0
12.397952837231253,2.9840119249213783,0
5.636153815192005,-3.107184668365645,0
10.672171572187246,-1.7593015511502408,0
9.581364758175875,-0.21494870043609607,0
12.310072322616941,-3.0110090819563697,0
9.996643739813331,-0.14331145512351987,0
2.8401722209931233,0.5499777191169942,0
12.332751698513036,-3.0181944154403184,0
13.821418663710475,2.111517047263223,0
4.889810602423893,-2.3102787371098246,0
13.509503890154097,2.2497146436888977,0
11.482330155235564,-2.278233720013044,0
3.0520583910987704,0.4612081964953805,0
11.132648389656651,-2.34564190687962,0
5.363687116407367,-2.441041012513746,0
11.754576387183981,-2.770443271527434,0
4.203464745548002,-1.2045651364856877,0
11.047645590289175,-1.7922254364299282,0
11.923120641727072,-2.8103168889817285,0
